name,ranking,categories,mechanics,yearpublished,playingtime,minage,usersrate,average,bayesaverage,stddev,numcomments,numweights,averageweight,recom_plyrs_int,avgprice,numcat,nummech,langdep
Yggdrasil,1054,Mythology,"Action Points, Cooperative Game, Dice Rolling, Set Collection, Variable Player Powers",2011,90,13,3904,7.03777,6.53453,1.36612,909,223,2.6009,2,67.0,1,5,1
Haggis,1055,Card Game,"Betting and Bluffing, Hand Management, Ladder Climbing, Trick-taking",2010,45,13,4216,6.97866,6.53399,1.35285,1326,212,2.1132,2,64.75,1,4,1
CuBirds,1056,"Animals, Card Game","Hand Management, Set Collection",2018,20,8,5118,6.95491,6.53372,1.28052,678,127,1.3228,3,,2,2,1
Legacy of Dragonholt,1057,"Adventure, Exploration, Fantasy","Cooperative Game, Narrative Choice / Paragraph, Role Playing, Solo / Solitaire Game, Storytelling",2017,999,14,2871,7.24758,6.53321,1.66848,761,86,1.2326,1,66.08,3,5,4
Honshū,1058,"Card Game, City Building, Territory Building","Auction/Bidding, Hand Management, Layering, Melding and Splaying, Tile Placement",2016,30,8,4811,6.94244,6.53312,1.11354,905,92,1.9348,4,63.32,3,5,1
Chimera Station,1059,Science Fiction,"Tile Placement, Turn Order: Claim Action, Variable Player Powers, Worker Placement, Worker Placement Different Worker Types",2017,90,13,2594,7.26915,6.5328,1.26703,563,81,3.1605,3,139.45,1,5,3
Men at Work,1060,Action / Dexterity,Stacking and Balancing,2019,45,8,2660,7.26614,6.53189,1.23368,444,45,1.0889,3,34.51,1,1,2
Mottainai,1061,"Card Game, Print & Play","Follow, Hand Management, Set Collection, Team-Based Game, Variable Phase Order",2015,30,13,3933,7.02233,6.53183,1.53223,1155,164,3.1159,2,11.46,2,5,4
Witness,1062,"Comic Book / Strip, Deduction, Memory, Murder/Mystery","Communication Limits, Cooperative Game, Memory, Storytelling",2014,15,13,2591,7.25626,6.53165,1.39913,614,64,1.5,4,63.69,4,4,5
1812: The Invasion of Canada,1063,"American Indian Wars, Educational, Napoleonic, Wargame","Area Movement, Campaign / Battle Card Driven, Dice Rolling, Team-Based Game, Variable Player Powers",2012,90,10,2328,7.33752,6.53112,1.22058,764,197,2.1827,5,129.5,4,5,2
Warhammer Quest,1064,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Cooperative Game, Dice Rolling, Modular Board, Role Playing",1995,120,12,2475,7.47745,6.53083,1.67764,681,170,2.6882,4,,5,4,4
Massive Darkness,1065,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Action Points, Cooperative Game, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",2017,120,14,4495,7.15952,6.53077,1.63172,1145,135,2.5407,4,145.0,5,6,3
Unlock!: Escape Adventures – Squeek & Sausage,1066,"Card Game, Puzzle","Cooperative Game, Elapsed Real Time Ending, Solo / Solitaire Game, Storytelling",2017,75,10,2888,7.17059,6.53064,1.32318,523,33,2.1212,2,11.15,2,4,4
Sons of Anarchy: Men of Mayhem,1067,"Mafia, Movies / TV / Radio theme, Negotiation, Territory Building","Action Points, Area Majority / Influence, Dice Rolling, Events, Force Commitment, Modular Board, Take That, Trading, Turn Order: Claim Action, Variable Player Powers, Variable Set-up, Victory Points as a Resource, Worker Placement",2014,90,13,2812,7.26907,6.53049,1.35943,705,105,2.5619,4,33.8,4,13,2
No Retreat! The Russian Front,1068,"Wargame, World War II","Campaign / Battle Card Driven, Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Simulation, Zone of Control",2011,360,14,1607,7.77152,6.53017,1.49081,598,180,3.1278,2,82.0,2,6,3
"Julius Caesar: Caesar, Pompey, and the Roman Civil War",1069,"Ancient, Civil War, Wargame","Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Secret Unit Deployment, Simulation, Simultaneous Action Selection",2010,120,12,1580,7.78846,6.52993,1.30501,586,169,2.4556,2,74.89,3,7,2
Rajas of the Ganges: The Dice Charmers,1070,Dice,"Dice Rolling, Paper-and-Pencil, Race",2020,45,12,1804,7.58648,6.52939,1.12182,278,50,2.32,2,21.11,1,3,1
Domaine,1071,"Medieval, Territory Building","Enclosure, Hand Management, Modular Board",2003,60,12,4395,6.98039,6.52741,1.25541,1327,466,2.7167,4,60.0,2,3,1
Andean Abyss,1072,"Modern Warfare, Political, Wargame","Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers",2012,360,12,1818,7.61516,6.5265,1.40677,630,199,3.799,4,57.35,3,7,4
For the People,1073,"American Civil War, Civil War, Post-Napoleonic, Wargame","Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation",1998,360,12,1620,7.7825,6.52622,1.42756,712,240,3.7292,2,64.47,4,4,4
Risk: Star Wars Edition,1074,"Movies / TV / Radio theme, Science Fiction, Wargame","Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Variable Player Powers",2015,45,10,4037,7.016,6.52603,1.23017,1103,139,1.8561,2,35.33,3,6,1
Loopin' Louie,1075,"Action / Dexterity, Animals, Aviation / Flight, Childrens Game, Electronic, Movies / TV / Radio theme, Real-time","Player Elimination, Real-Time",1992,10,4,8962,6.75415,6.52541,1.48007,2463,645,1.0527,4,29.35,7,2,1
Fortune and Glory: The Cliffhanger Game,1076,"Adventure, Miniatures, Travel","Area Movement, Cooperative Game, Dice Rolling, Pick-up and Deliver, Push Your Luck, Roll / Spin and Move, Variable Player Powers",2011,240,12,3758,7.1023,6.52431,1.65968,999,249,2.8795,4,250.0,3,7,4
Jump Drive,1077,"Card Game, Science Fiction, Space Exploration","Hand Management, Simultaneous Action Selection",2017,30,13,4080,6.99317,6.52318,1.35931,983,100,2.03,3,23.3,3,2,2
Set a Watch,1078,"Adventure, Card Game, Dice, Fantasy","Cooperative Game, Dice Rolling, Solo / Solitaire Game, Variable Player Powers",2019,80,13,2774,7.27731,6.52313,1.28611,628,95,2.3789,1,24.25,4,4,2
Super Fantasy Brawl,1079,"Fantasy, Miniatures, Wargame","Area Majority / Influence, Deck Construction, Grid Movement, Hand Management, Hexagon Grid, Line of Sight, Team-Based Game, Variable Player Powers",2022,40,14,1787,7.80057,6.52254,1.54504,412,59,2.2881,2,112.22,3,8,2
Forum Trajanum,1080,"City Building, Puzzle, Territory Building","Square Grid, Tile Placement, Variable Player Powers",2018,120,12,2601,7.25265,6.52215,1.33137,538,107,3.4673,3,65.75,3,3,1
Insider,1081,"Bluffing, Deduction, Party Game, Word Game","Cooperative Game, Hidden Roles, Team-Based Game, Voting",2016,15,9,3458,7.07008,6.52182,1.29042,619,57,1.1053,6,21.09,4,4,3
Watson & Holmes,1082,"Bluffing, Deduction, Murder/Mystery, Novel-based","Auction/Bidding, Modular Board, Player Elimination, Simultaneous Action Selection, Variable Player Powers",2015,75,12,2484,7.31094,6.52178,1.37684,511,49,2.1633,4,31.0,4,5,5
Dead Men Tell No Tales,1083,"Exploration, Fantasy, Fighting, Nautical, Pirates","Action Points, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver, Variable Player Powers",2015,75,13,3448,7.1267,6.5211,1.26962,823,133,2.5188,3,43.58,5,7,2
My Father's Work,1084,Horror,"Events, Hand Management, Narrative Choice / Paragraph, Worker Placement",2022,180,14,1368,8.06598,6.52098,1.57722,449,70,3.1714,3,136.67,1,4,4
Three Kingdoms Redux,1085,"Ancient, Civilization, Economic, Novel-based, Territory Building","Area Majority / Influence, Auction/Bidding, Catch the Leader, Hand Management, Negotiation, Open Drafting, Team-Based Game, Variable Player Powers, Worker Placement Different Worker Types",2014,165,14,1413,7.87485,6.5202,1.41237,426,116,4.0431,3,77.5,5,9,4
Vanuatu,1086,"Economic, Nautical","Auction/Bidding, Grid Movement, Market, Modular Board, Tile Placement, Variable Phase Order, Worker Placement",2011,90,12,2686,7.21779,6.52011,1.44459,612,197,3.3147,4,58.76,2,7,1
Power Grid: Factory Manager,1087,"Economic, Industry / Manufacturing","Auction/Bidding, Commodity Speculation",2009,60,12,5945,6.84492,6.51963,1.33567,1325,473,2.9958,4,33.74,2,2,1
Flamecraft,1088,"Animals, Card Game, City Building, Fantasy","Contracts, End Game Bonuses, Hand Management, Modular Board, Worker Placement",2022,60,10,1850,7.77894,6.51949,1.37565,556,88,2.2045,3,30.43,4,5,3
Star Wars: Legion,1089,"Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Dice Rolling, Variable Player Powers",2018,180,14,1572,8.03693,6.5194,1.58722,274,37,3.4054,2,97.39,4,2,4
Tawantinsuyu: The Inca Empire,1090,"Civilization, Economic, Renaissance","Action Points, Area Majority / Influence, Hand Management, Open Drafting, Pattern Building, Rondel, Set Collection, Solo / Solitaire Game, Variable Set-up, Worker Placement Different Worker Types",2020,120,14,1971,7.50206,6.5193,1.40118,400,160,4.0875,3,42.54,3,10,1
Caylus Magna Carta,1091,"Card Game, City Building, Economic, Medieval, Religious","Hand Management, Worker Placement",2007,75,10,4936,6.90167,6.5191,1.2487,1625,493,2.8702,3,47.5,5,2,1
The Castles of Tuscany,1092,"Industry / Manufacturing, Renaissance, Territory Building","Grid Coverage, Hexagon Grid, Modular Board, Set Collection, Tile Placement, Variable Set-up",2020,60,10,2528,7.28146,6.51908,1.18072,506,82,2.1951,3,38.59,3,6,1
Primordial Soup,1093,Prehistoric,"Bias, Dice Rolling, Grid Movement, Variable Player Powers",1997,90,12,4631,6.9341,6.51883,1.32473,1467,474,2.7321,4,72.77,1,4,3
Catan Card Game,1094,"Card Game, City Building, Territory Building","Dice Rolling, Hand Management, Open Drafting, Trading",1996,120,10,13591,6.70861,6.51861,1.41118,3307,1119,2.4441,2,23.33,3,4,4
Whistle Stop,1095,"American West, Trains","Action Points, Pick-up and Deliver, Set Collection, Tile Placement",2017,75,13,3327,7.09106,6.51846,1.23975,689,75,2.7867,4,42.15,2,4,2
Encore!,1096,Dice,"Dice Rolling, Paper-and-Pencil, Solo / Solitaire Game",2016,20,8,4272,6.98483,6.51813,1.12076,722,82,1.1707,2,9.87,1,3,1
Plague Inc.: The Board Game,1097,"Medical, Video Game Theme","Area Majority / Influence, Hand Management, Network and Route Building, Simulation, Take That, Tile Placement, Worker Placement",2017,60,14,2992,7.42875,6.5167,1.38776,729,92,2.1522,4,35.79,2,7,3
Legend of the Five Rings: The Card Game,1098,"Card Game, Collectible Components, Fantasy","Action Points, Deck Construction, Hand Management, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers",2017,90,14,2592,7.38812,6.51621,1.70732,590,120,4.0083,2,26.64,3,6,4
La Isla,1099,Animals,"Action Queue, Enclosure, Hand Management, Modular Board, Set Collection, Simultaneous Action Selection",2014,60,10,5365,6.87332,6.51615,1.16847,1228,264,2.2538,4,21.66,1,6,1
Claustrophobia 1643,1100,"Adventure, Exploration, Fantasy, Fighting, Horror, Medieval, Miniatures","Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",2019,90,14,1378,8.04604,6.5153,1.34206,371,44,2.6364,2,285.38,7,4,3
Level 7 [Omega Protocol],1101,"Fighting, Horror, Miniatures, Science Fiction","Action Points, Dice Rolling, Grid Movement, Modular Board, Player Elimination, Scenario / Mission / Campaign Game, Team-Based Game, Variable Player Powers",2013,90,14,2085,7.45446,6.51513,1.38041,630,105,3.1619,5,135.0,4,8,3
Princes of the Renaissance,1102,"Economic, Negotiation, Renaissance","Area Majority / Influence, Auction/Bidding, Dice Rolling, Variable Player Powers",2003,180,12,2261,7.33119,6.51419,1.49396,876,241,3.5104,5,49.88,3,4,3
Steam Park,1103,"City Building, Dice, Real-time, Science Fiction","Dice Rolling, Memory, Modular Board, Open Drafting",2013,60,10,5825,6.85201,6.51399,1.21612,1176,217,2.1152,4,31.65,4,4,2
Sushi Roll,1104,Dice,"Dice Rolling, Open Drafting, Set Collection",2019,20,8,3378,7.06992,6.51106,1.13449,574,51,1.2353,4,17.59,1,3,1
On Tour,1105,"Dice, Music, Number, Travel","Bingo, Dice Rolling, Line Drawing, Network and Route Building, Paper-and-Pencil, Push Your Luck, Solo / Solitaire Game",2019,20,7,4119,6.98544,6.51,1.3069,911,67,1.4627,4,24.5,4,7,1
Machi Koro,1106,"City Building, Dice","Dice Rolling, Random Production",2012,30,10,30245,6.6151,6.50833,1.36289,5245,1071,1.5257,4,22.58,2,2,3
Hansa,1107,"Economic, Medieval, Nautical, Transportation","Action Points, Area Majority / Influence, Pick-up and Deliver, Set Collection, Track Movement",2004,60,10,5068,6.8808,6.50741,1.15748,1765,626,2.3387,2,24.86,4,5,1
Witch's Brew,1108,"Bluffing, Card Game, Fantasy","Hand Management, Simultaneous Action Selection",2008,60,9,3766,7.00691,6.50727,1.24555,1013,323,1.87,5,299.99,3,2,2
Vikings Gone Wild,1109,"Card Game, City Building, Fantasy, Humor, Medieval, Mythology, Video Game Theme","Deck Bag and Pool Building, Hand Management",2017,90,10,3468,7.14756,6.50658,1.33946,684,54,2.2407,3,59.95,7,2,3
Blueprints,1110,Dice,"Dice Rolling, Pattern Building, Set Collection",2013,30,14,6584,6.80144,6.50564,1.12315,1267,261,1.6858,4,26.66,1,3,1
Manoeuvre,1111,"Napoleonic, Wargame","Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hand Management, Modular Board, Square Grid, Variable Player Powers",2008,60,12,2401,7.29421,6.50533,1.39408,903,292,2.1096,2,25.69,2,7,2
Pathfinder Adventure Card Game: Skull & Shackles – Base Set,1112,"Card Game, Fantasy, Fighting, Pirates","Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Move Through Deck, Role Playing, Scenario / Mission / Campaign Game, Variable Player Powers",2014,90,13,2562,7.30158,6.505,1.54157,577,92,2.9239,3,43.2,4,7,4
Crisis,1113,"Economic, Industry / Manufacturing, Political","Commodity Speculation, Worker Placement",2016,120,14,1818,7.5333,6.50444,1.21383,456,79,3.0633,4,70.0,3,2,2
Obscurio,1114,"Bluffing, Deduction, Exploration, Party Game","Communication Limits, Cooperative Game, Traitor Game, Variable Player Powers, Voting",2019,40,10,2929,7.18694,6.50412,1.33135,546,52,1.9038,6,38.7,4,5,1
Duelosaur Island,1115,"Animals, Card Game, Dice, Science Fiction","Dice Rolling, Hand Management, I Cut You Choose, Income, Open Drafting, Set Collection",2018,45,10,3125,7.11233,6.50348,1.2654,757,63,2.3492,2,275.0,4,6,3
Conspiracy: Abyss Universe,1116,"Card Game, Fantasy","Open Drafting, Pattern Building, Set Collection, Tile Placement",2019,30,8,2297,7.33271,6.50188,1.13209,398,74,1.7973,2,15.41,2,4,1
Kraftwagen,1117,"Economic, Industry / Manufacturing","Rondel, Set Collection, Time Track, Worker Placement",2015,75,10,2452,7.23994,6.50049,1.17783,620,112,2.8482,4,44.75,2,4,1
Fallout,1118,"Adventure, Exploration, Miniatures, Science Fiction, Video Game Theme","Action Points, Area Movement, Dice Rolling, Hand Management, Modular Board, Role Playing, Storytelling, Variable Player Powers",2017,180,14,6730,6.93245,6.5003,1.60684,1356,230,2.9957,1,61.19,5,8,4
Rise of Augustus,1119,"Ancient, Card Game","Bingo, Open Drafting, Push Your Luck, Set Collection",2013,30,8,7996,6.73913,6.50023,1.226,1786,415,1.6386,4,40.52,2,4,1
Fairy Tale,1120,"Card Game, Fantasy","Closed Drafting, Hand Management, Set Collection, Simultaneous Action Selection",2004,30,10,8746,6.71629,6.49927,1.25273,2741,652,1.7669,4,48.8,2,4,1
The Game,1121,"Card Game, Number","Communication Limits, Cooperative Game, Hand Management, Solo / Solitaire Game",2015,20,8,10176,6.70512,6.49921,1.33253,1774,335,1.2507,3,17.28,2,4,1
Agra,1122,Industry / Manufacturing,"Area Majority / Influence, Trading, Worker Placement",2017,120,12,2269,7.3277,6.49895,1.44886,550,257,4.3502,4,48.92,1,3,1
Circle the Wagons,1123,"American West, Card Game, City Building, Print & Play","Contracts, Layering, Open Drafting, Set Collection, Tile Placement",2017,15,8,2983,7.11879,6.49864,1.076,790,68,1.6324,2,,4,5,2
Street Masters,1124,"Adventure, Card Game, Fantasy, Fighting, Miniatures, Puzzle, Video Game Theme","Cooperative Game, Dice Rolling, Events, Grid Movement, Hand Management, Hexagon Grid, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers, Variable Set-up",2018,120,14,1271,8.06684,6.49841,1.49048,328,41,2.8293,2,114.99,7,10,4
Colossal Arena,1125,"Card Game, Fantasy, Mythology","Betting and Bluffing, Hand Management",1997,60,8,7148,6.77064,6.49823,1.23139,2397,739,2.0203,3,24.98,3,2,2
Exit: The Game – The Sinister Mansion,1126,Deduction,Cooperative Game,2018,90,12,2199,7.33047,6.4982,1.34018,370,32,2.5312,2,16.82,1,1,4
Cockroach Poker Royal,1127,"Bluffing, Card Game","Hand Management, Set Collection, Single Loser Game",2012,25,8,3262,7.07091,6.49807,1.36065,612,86,1.1047,5,15.0,2,3,1
Stick 'Em,1128,Card Game,"Hand Management, Trick-taking",1993,60,10,3321,7.04088,6.49666,1.32675,1088,251,1.9203,4,18.64,1,2,1
Small World of Warcraft,1129,"Fantasy, Fighting, Territory Building, Video Game Theme","Area Majority / Influence, Area Movement, Dice Rolling, Increase Value of Unchosen Resources, Team-Based Game, Variable Player Powers, Victory Points as a Resource",2020,80,8,2329,7.42051,6.49606,1.2779,361,48,2.5208,4,54.35,4,7,1
Council of 4,1130,Economic,"Hand Management, Network and Route Building, Point to Point Movement",2015,75,10,2774,7.16754,6.49576,1.22981,591,88,2.5909,4,47.5,1,3,1
Oriflamme,1131,"Card Game, Political","Action Queue, Betting and Bluffing, Hand Management, Take That, Turn Order: Progressive",2019,30,10,3015,7.15301,6.49505,1.25617,431,88,1.6364,4,15.8,2,5,2
GIPF,1132,Abstract Strategy,"Grid Movement, Pattern Building",1996,60,9,3145,7.09702,6.49471,1.33567,951,222,2.7748,2,34.97,1,2,1
Tiny Epic Zombies,1133,"Horror, Zombies","Area Majority / Influence, Cooperative Game, Dice Rolling, Modular Board, Pick-up and Deliver, Push Your Luck, Semi-Cooperative Game, Solo / Solitaire Game, Team-Based Game, Variable Player Powers",2018,45,14,4695,6.987,6.49395,1.37202,1045,88,2.4773,3,27.49,2,10,2
Escape Room: The Game,1134,"Electronic, Puzzle","Cooperative Game, Deduction, Elapsed Real Time Ending",2016,60,16,3830,6.98194,6.49359,1.39102,749,48,2.2708,3,33.27,2,3,5
Fleet,1135,"Card Game, Nautical","Auction/Bidding, Auction: Once Around, Hand Management, Victory Points as a Resource",2012,45,10,5004,6.86758,6.4935,1.27612,1422,243,2.2428,4,24.75,2,4,2
Escape from the Aliens in Outer Space,1136,"Horror, Party Game, Print & Play, Science Fiction","Grid Movement, Hexagon Grid, Hidden Movement, Hidden Roles, Paper-and-Pencil, Secret Unit Deployment, Team-Based Game, Variable Player Powers",2010,45,12,4477,6.93012,6.4934,1.35649,1050,106,1.8962,6,40.24,4,8,1
Thunderbolt Apache Leader,1137,"Aviation / Flight, Modern Warfare, Wargame","Area Movement, Hand Management, Hexagon Grid, Simulation, Solo / Solitaire Game",2012,90,12,1260,8.04125,6.49319,1.41485,458,126,3.2222,1,74.5,3,5,3
Cleopatra and the Society of Architects,1138,Ancient,"Auction/Bidding, Dice Rolling, Enclosure, Grid Coverage, Hand Management, Open Drafting, Set Collection",2006,60,10,6451,6.80165,6.49215,1.17324,1971,643,2.283,4,91.25,1,7,2
Ninjato,1139,"Fighting, Medieval, Political","Area Majority / Influence, Hand Management, Push Your Luck, Set Collection, Worker Placement",2011,60,12,2682,7.17696,6.49085,1.26841,673,187,2.7647,4,51.25,3,5,1
Merchants of the Dark Road,1140,"Exploration, Fantasy, Medieval, Transportation","Contracts, Dice Rolling, End Game Bonuses, Follow, Hidden Victory Points, Highest-Lowest Scoring, Market, Pick-up and Deliver, Rondel, Set Collection, Worker Placement with Dice Workers",2022,120,12,1935,7.50425,6.49076,1.3778,608,121,3.1653,3,52.85,4,11,2
Mythos Tales,1141,"Deduction, Horror, Murder/Mystery, Novel-based","Cooperative Game, Solo / Solitaire Game, Storytelling",2016,120,13,2152,7.39102,6.49054,1.39517,502,37,2.1622,3,30.93,4,3,4
Peloponnes,1142,"Ancient, City Building, Civilization","Auction/Bidding, Solo / Solitaire Game, Tile Placement, Variable Player Powers",2009,45,10,2842,7.11189,6.49048,1.25874,870,217,2.3825,4,42.5,3,4,1
Tiny Epic Dungeons,1143,"Dice, Exploration, Fantasy, Medieval","Cooperative Game, Dice Rolling, Finale Ending, Modular Board, Solo / Solitaire Game, Tile Placement, Variable Player Powers, Variable Set-up",2021,60,14,2043,7.67215,6.48997,1.54957,571,95,3.0,2,48.33,4,8,2
Strasbourg,1144,"City Building, Economic, Medieval","Area Majority / Influence, Auction/Bidding, Auction: Once Around, Pattern Building, Tile Placement",2011,60,12,2631,7.16444,6.48944,1.17148,588,189,2.7407,5,122.82,3,5,1
Hamburgum,1145,"City Building, Economic, Pike and Shot","Rondel, Set Collection",2007,75,12,3194,7.04522,6.48888,1.19861,947,374,3.0749,4,71.27,3,2,2
Spicy,1146,"Animals, Bluffing, Card Game","Betting and Bluffing, Hand Management",2020,20,10,2963,7.17904,6.48853,1.33729,447,135,1.4222,4,13.79,3,2,1
Carcassonne: South Seas,1147,"Economic, Nautical","Area Majority / Influence, Set Collection, Tile Placement",2013,35,8,3288,7.06787,6.48674,1.18484,710,145,1.8897,3,72.6,2,3,1
High Frontier 4 All,1148,"Civilization, Economic, Exploration, Industry / Manufacturing, Science Fiction, Space Exploration","Auction/Bidding, Deck Bag and Pool Building, Hand Management, Network and Route Building, Pick-up and Deliver, Point to Point Movement, Simulation, Variable Player Powers",2020,240,14,1013,8.48886,6.48613,1.70725,399,222,4.8333,3,128.0,6,8,3
New York 1901,1149,City Building,"Area Majority / Influence, Once-Per-Game Abilities, Open Drafting, Tile Placement",2015,60,8,5979,6.81222,6.48609,1.17542,1245,206,2.0534,4,34.34,1,4,1
A Touch of Evil: The Supernatural Game,1150,"Adventure, Fighting, Horror, Murder/Mystery","Area Movement, Cooperative Game, Dice Rolling, Roll / Spin and Move, Variable Player Powers",2008,120,12,4564,6.9825,6.48587,1.52659,1252,353,2.5637,4,54.24,4,5,4
Poker,1151,Card Game,"Betting and Bluffing, Player Elimination, Set Collection",1810,60,12,10150,6.71695,6.48481,1.89772,2181,683,2.4246,6,38.73,1,3,1
Roll Player Adventures,1152,"Adventure, Dice, Exploration, Fantasy","Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Narrative Choice / Paragraph, Paper-and-Pencil, Storytelling",2021,150,14,1100,8.31506,6.48437,1.40651,348,36,2.3611,2,153.33,4,6,4
Blokus Duo,1153,"Abstract Strategy, Territory Building","Enclosure, Grid Coverage, Square Grid, Tile Placement",2005,15,5,5473,6.83094,6.48408,1.20461,1620,442,1.6878,2,11.72,2,4,1
Fallout Shelter: The Board Game,1154,Video Game Theme,"Dice Rolling, End Game Bonuses, Layering, Modular Board, Turn Order: Claim Action, Worker Placement, Worker Placement Different Worker Types",2020,90,14,2396,7.29658,6.48376,1.11976,403,60,2.0333,3,41.54,1,7,2
Mysterium Park,1155,"Deduction, Murder/Mystery, Party Game","Communication Limits, Cooperative Game, Pattern Recognition, Roles with Asymmetric Information, Storytelling",2020,45,10,2792,7.17308,6.48363,1.26667,473,48,1.4792,4,24.36,3,5,1
Brazil: Imperial,1156,"City Building, Civilization, Exploration, Industry / Manufacturing, Territory Building","Card Play Conflict Resolution, Contracts, Grid Movement, Hexagon Grid, Modular Board, Once-Per-Game Abilities, Open Drafting, Solo / Solitaire Game, Tile Placement, Variable Player Powers",2021,100,14,1587,7.89291,6.48345,1.44604,287,105,3.019,4,54.31,5,10,3
Fief: France 1429,1157,"Medieval, Negotiation, Political, Territory Building, Wargame","Area Majority / Influence, Dice Rolling, Team-Based Game, Trading, Voting",2015,240,13,2157,7.43604,6.4829,1.69928,648,151,3.8013,6,87.2,5,5,1
Ponzi Scheme,1158,Economic,"Loans, Set Collection, Trading",2015,90,12,2651,7.16837,6.48235,1.36175,543,62,2.4355,4,77.56,1,3,1
Pictomania (Second Edition),1159,"Action / Dexterity, Humor, Party Game, Real-time","Line Drawing, Paper-and-Pencil",2018,40,8,1629,7.58946,6.48174,1.20226,307,41,1.439,6,22.2,4,2,4
Medieval Academy,1160,"Card Game, Medieval","Area Majority / Influence, Closed Drafting, Hand Management, Modular Board, Simultaneous Action Selection, Variable Set-up",2014,30,8,3821,6.94926,6.48146,1.15955,769,125,1.816,4,25.0,2,6,1
Dungeon Fighter,1161,"Action / Dexterity, Exploration, Fantasy, Fighting, Humor, Party Game","Cooperative Game, Dice Rolling, Modular Board, Open Drafting, Point to Point Movement, Turn Order: Progressive, Variable Player Powers, Variable Set-up",2011,60,14,6367,6.81822,6.48111,1.46566,1121,271,1.7565,4,42.01,6,8,1
Hacienda,1162,"Animals, Economic, Farming, Territory Building","Enclosure, Hexagon Grid, Network and Route Building, Open Drafting, Tile Placement",2005,90,10,4122,6.92821,6.48063,1.22183,1240,482,2.6286,4,43.99,4,5,1
Castle Panic,1163,"Fantasy, Fighting, Medieval","Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Hand Management, Solo / Solitaire Game, Trading",2009,60,10,15305,6.64864,6.48038,1.30746,3702,702,1.661,4,38.33,3,6,2
The Golden Ages,1164,"Civilization, Territory Building","Action Points, Area Majority / Influence, End Game Bonuses, Modular Board, Open Drafting, Square Grid, Tile Placement",2014,90,12,2291,7.26373,6.47963,1.17493,599,126,2.8968,4,37.29,2,7,1
Startups,1165,Card Game,"Area Majority / Influence, Hot Potato, Investment, Score-and-Reset Game, Set Collection",2017,20,10,2701,7.14999,6.47632,1.19664,498,46,1.6087,4,21.43,1,5,1
Arkadia,1166,City Building,"Area Majority / Influence, Set Collection, Stock Holding, Tile Placement",2006,60,10,4223,6.90708,6.47546,1.17148,1408,501,2.5729,3,13.86,1,4,1
Ultimate Werewolf: Ultimate Edition,1167,"Bluffing, Card Game, Deduction, Horror, Murder/Mystery, Negotiation, Party Game","Hidden Roles, Player Elimination, Role Playing, Roles with Asymmetric Information, Team-Based Game, Traitor Game, Voting",2008,90,8,3949,6.99057,6.47518,1.75426,833,159,1.4843,15,17.0,7,7,1
Final Girl,1168,"Card Game, Horror","Dice Rolling, Hand Management, Pick-up and Deliver, Solo / Solitaire Game, Variable Player Powers",2021,60,14,1072,8.38652,6.47503,1.40135,401,25,2.4,1,135.0,2,5,3
Santiago de Cuba,1169,Economic,"Commodity Speculation, Dice Rolling, Memory, Modular Board, Pick-up and Deliver, Resource to Move, Track Movement, Worker Placement",2011,75,10,4460,6.89364,6.47501,1.149,790,269,2.1561,2,63.32,1,8,1
Claim,1170,"Card Game, Fantasy","Area Majority / Influence, Auction/Bidding, Auction: Once Around, Trick-taking",2017,25,10,3804,6.98447,6.47472,1.17769,677,82,1.6951,2,15.99,2,4,1
Carcassonne: Winter Edition,1171,"City Building, Medieval","Area Majority / Influence, Tile Placement",2012,40,8,1816,7.50235,6.47329,1.29754,445,71,1.8169,2,92.91,2,2,1
Mission: Red Planet,1172,"Science Fiction, Space Exploration","Action Retrieval, Area Majority / Influence, Area Movement, End Game Bonuses, Hand Management, Simultaneous Action Selection, Take That, Turn Order: Role Order",2005,60,10,4195,6.89414,6.47303,1.2511,1301,365,2.3178,4,27.95,2,8,3
A Game of Thrones: The Card Game,1173,"Card Game, Collectible Components, Fantasy, Fighting, Negotiation, Novel-based","Hand Management, Open Drafting, Simultaneous Action Selection, Variable Player Powers",2008,120,12,6157,6.82407,6.47289,1.61758,1412,392,3.2577,4,29.81,6,4,4
